name,description,tessellate,WKT
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   43    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   10590.364458    <br>   Area   2925217.71445,,"35.501513 32.883949 0, 35.499326 32.884289 0, 35.499124 32.883451 0, 35.488879 32.883894 0, 35.487559 32.875594 0, 35.488553 32.875424 0, 35.500884 32.874137 0, 35.50137 32.870697 0, 35.505152 32.871359 0, 35.507793 32.88754 0, 35.505905 32.888132 0, 35.503824 32.890653 0, 35.50234 32.893256 0, 35.502451 32.896527 0, 35.497001 32.903334 0, 35.493606 32.899735 0, 35.498264 32.894272 0, 35.499141 32.888651 0, 35.501418 32.885039 0, 35.501513 32.883949"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   44    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   12090.607125    <br>   Area   6792476.04601,,"35.556558 33.044787 0, 35.556369 33.050703 0, 35.547565 33.053289 0, 35.536978 33.068227 0, 35.528646 33.072116 0, 35.513699 33.065508 0, 35.530954 33.05146 0, 35.53837 33.037048 0, 35.545852 33.040914 0, 35.555189 33.040514 0, 35.556558 33.044787"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   45    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   13694.847115    <br>   Area   4230259.32408,,"35.477844 33.082976 0, 35.464763 33.080688 0, 35.46392 33.079981 0, 35.463372 33.079217 0, 35.464279 33.078296 0, 35.465368 33.077681 0, 35.467095 33.077295 0, 35.469461 33.077672 0, 35.471645 33.078051 0, 35.473375 33.078736 0, 35.474644 33.077355 0, 35.474641 33.076283 0, 35.473361 33.074372 0, 35.472354 33.072 0, 35.47269 33.070411 0, 35.474041 33.066043 0, 35.477244 33.065252 0, 35.479609 33.065629 0, 35.482879 33.064244 0, 35.479263 33.071143 0, 35.490342 33.066218 0, 35.495628 33.069804 0, 35.504093 33.072234 0, 35.513174 33.074911 0, 35.51212 33.079068 0, 35.505383 33.077017 0, 35.499834 33.076685 0, 35.497379 33.076844 0, 35.493561 33.077428 0, 35.496018 33.078034 0, 35.496022 33.078953 0, 35.487197 33.078284 0, 35.477844 33.082976"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   46    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   8640.109269    <br>   Area   2004165.70429,,"35.73768 33.262465 0, 35.737313 33.264052 0, 35.731345 33.263063 0, 35.726507 33.261688 0, 35.722347 33.260184 0, 35.720371 33.257783 0, 35.71773 33.257857 0, 35.714336 33.258252 0, 35.709725 33.256812 0, 35.707007 33.256506 0, 35.705792 33.255243 0, 35.705635 33.254166 0, 35.705477 33.252899 0, 35.707208 33.252131 0, 35.709994 33.251169 0, 35.712104 33.250653 0, 35.715799 33.250257 0, 35.719272 33.250497 0, 35.718984 33.25297 0, 35.720118 33.253346 0, 35.723956 33.251492 0, 35.729081 33.250519 0, 35.730671 33.251337 0, 35.730461 33.254064 0, 35.729498 33.257111 0, 35.727546 33.258768 0, 35.726949 33.259911 0, 35.728237 33.26073 0, 35.732615 33.261029 0, 35.736919 33.261454 0, 35.73768 33.262465"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   47    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   6427.605349    <br>   Area   1064818.87813,,"35.703555 33.273321 0, 35.700146 33.270989 0, 35.698248 33.269095 0, 35.696273 33.266693 0, 35.694161 33.266955 0, 35.69408 33.265941 0, 35.691494 33.262401 0, 35.689449 33.261014 0, 35.68876 33.259305 0, 35.690715 33.258029 0, 35.691923 33.258151 0, 35.693216 33.259922 0, 35.696932 33.263204 0, 35.698745 33.263514 0, 35.701085 33.263504 0, 35.702066 33.2635 0, 35.701545 33.264834 0, 35.70178 33.266354 0, 35.703523 33.267616 0, 35.705635 33.267353 0, 35.708655 33.267595 0, 35.711076 33.268663 0, 35.71214 33.269926 0, 35.711691 33.270626 0, 35.709348 33.269938 0, 35.707685 33.269564 0, 35.707007 33.269694 0, 35.706185 33.271155 0, 35.705589 33.272489 0, 35.705895 33.273312 0, 35.703555 33.273321"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   48    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   5547.901951    <br>   Area   1009066.0733,,"35.677484 33.143181 0, 35.665534 33.146833 0, 35.663725 33.142481 0, 35.666221 33.14157 0, 35.668546 33.142163 0, 35.670148 33.141105 0, 35.671215 33.140049 0, 35.674072 33.139888 0, 35.677105 33.139275 0, 35.680317 33.138512 0, 35.684061 33.137295 0, 35.686026 33.137287 0, 35.68713 33.143144 0, 35.68373 33.142105 0, 35.681051 33.142116 0, 35.677484 33.143181"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   49    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   4174.985023    <br>   Area   529092.209546,,"35.679952 33.12319 0, 35.675683 33.124139 0, 35.669275 33.124562 0, 35.66532 33.12491 0, 35.663418 33.124451 0, 35.66017 33.123797 0, 35.659845 33.122266 0, 35.662615 33.12219 0, 35.666572 33.122308 0, 35.668386 33.121036 0, 35.675036 33.121478 0, 35.68042 33.121923 0, 35.679952 33.12319"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   50    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   4356.303106    <br>   Area   745986.819974,,"35.66451 33.1062 0, 35.667918 33.107386 0, 35.671962 33.108969 0, 35.676489 33.112016 0, 35.677526 33.11361 0, 35.676658 33.114013 0, 35.672856 33.113295 0, 35.668498 33.112312 0, 35.666831 33.111319 0, 35.662632 33.110203 0, 35.661916 33.109473 0, 35.658592 33.109418 0, 35.658181 33.106423 0, 35.660312 33.105483 0, 35.66451 33.1062"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   51    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   8576.837378    <br>   Area   2966819.8348,,"35.678972 33.10295 0, 35.676769 33.105222 0, 35.673356 33.103304 0, 35.670185 33.101984 0, 35.667097 33.101662 0, 35.663933 33.101741 0, 35.644394 33.10261 0, 35.643979 33.098683 0, 35.643892 33.097151 0, 35.64721 33.096074 0, 35.652742 33.094922 0, 35.657563 33.093972 0, 35.660644 33.093029 0, 35.664362 33.092949 0, 35.666101 33.092809 0, 35.669827 33.094194 0, 35.672841 33.095714 0, 35.677826 33.095695 0, 35.681149 33.095816 0, 35.681943 33.096279 0, 35.681483 33.098944 0, 35.680229 33.101147 0, 35.678972 33.10295"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   52    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   7513.439402    <br>   Area   1488509.36292,,"35.651358 33.071619 0, 35.651898 33.068953 0, 35.64959 33.066098 0, 35.656708 33.065939 0, 35.662642 33.066384 0, 35.669922 33.067156 0, 35.673231 33.064813 0, 35.680593 33.065984 0, 35.684876 33.068231 0, 35.683619 33.069834 0, 35.677604 33.068992 0, 35.674518 33.068737 0, 35.670813 33.071215 0, 35.662113 33.071314 0, 35.660845 33.070786 0, 35.651358 33.071619"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   53    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   10669.568865    <br>   Area   2627755.53377,,"35.687697 33.048908 0, 35.679549 33.048273 0, 35.668949 33.047647 0, 35.663014 33.046671 0, 35.662994 33.042808 0, 35.660308 33.043284 0, 35.654069 33.044705 0, 35.647516 33.046727 0, 35.643406 33.047141 0, 35.642588 33.04155 0, 35.646776 33.041135 0, 35.650645 33.039923 0, 35.653879 33.038513 0, 35.659487 33.03736 0, 35.665184 33.038205 0, 35.667564 33.039728 0, 35.671767 33.04211 0, 35.672886 33.04437 0, 35.678976 33.044613 0, 35.689804 33.043905 0, 35.687697 33.048908"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   54    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   6566.769757    <br>   Area   1107551.88618,,"35.734688 32.999704 0, 35.730406 32.997258 0, 35.72582 32.996877 0, 35.7217 32.99503 0, 35.71836 32.991381 0, 35.715335 32.987464 0, 35.714373 32.985071 0, 35.717062 32.985526 0, 35.718964 32.98645 0, 35.720077 32.987645 0, 35.72254 32.989899 0, 35.724531 32.992687 0, 35.729438 32.993799 0, 35.733951 32.995312 0, 35.736959 32.996231 0, 35.739739 32.998417 0, 35.741171 33.000076 0, 35.73889 33.001817 0, 35.736991 33.001559 0, 35.734688 32.999704"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   55    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   19957.089885    <br>   Area   20043442.808,,"35.708146 32.981626 0, 35.661788 32.981212 0, 35.658827 32.978855 0, 35.655578 32.975315 0, 35.652458 32.969407 0, 35.65103 32.964795 0, 35.652838 32.961236 0, 35.654915 32.955428 0, 35.653645 32.954248 0, 35.655303 32.948796 0, 35.659616 32.940967 0, 35.662954 32.934917 0, 35.665726 32.92804 0, 35.669077 32.924594 0, 35.673291 32.925052 0, 35.677514 32.927167 0, 35.677533 32.930719 0, 35.683469 32.938036 0, 35.685873 32.941342 0, 35.690947 32.944874 0, 35.689994 32.950205 0, 35.691975 32.953039 0, 35.691024 32.958844 0, 35.697796 32.9645 0, 35.699375 32.970532 0, 35.7077 32.977365 0, 35.712221 32.981964 0, 35.708146 32.981626"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   56    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   27081.897701    <br>   Area   7978301.68194,,"35.744629 32.982894 0, 35.739934 32.980862 0, 35.72827 32.972072 0, 35.721497 32.966733 0, 35.719589 32.960584 0, 35.714872 32.954447 0, 35.711469 32.948621 0, 35.7077 32.944374 0, 35.704299 32.938862 0, 35.700727 32.936035 0, 35.696576 32.930211 0, 35.692625 32.926438 0, 35.68775 32.924878 0, 35.682123 32.922848 0, 35.67668 32.919869 0, 35.674985 32.917981 0, 35.678699 32.912442 0, 35.681514 32.913852 0, 35.687325 32.915566 0, 35.692768 32.918544 0, 35.699349 32.923886 0, 35.704439 32.930338 0, 35.709894 32.935051 0, 35.711418 32.939623 0, 35.716688 32.944653 0, 35.720064 32.945744 0, 35.728682 32.946655 0, 35.731313 32.948381 0, 35.738998 32.949769 0, 35.747235 32.949733 0, 35.75043 32.951613 0, 35.747996 32.951624 0, 35.744822 32.953059 0, 35.740147 32.954026 0, 35.734339 32.953419 0, 35.727591 32.952185 0, 35.727417 32.954395 0, 35.72912 32.957388 0, 35.726694 32.958818 0, 35.729513 32.960543 0, 35.729529 32.963226 0, 35.725962 32.961663 0, 35.728043 32.965285 0, 35.731815 32.969847 0, 35.737838 32.974873 0, 35.74781 32.982407 0, 35.747823 32.984616 0, 35.744629 32.982894"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   57    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   21525.97197    <br>   Area   21218972.2297,,"35.680329 32.902333 0, 35.690042 32.899139 0, 35.701639 32.898304 0, 35.709488 32.896536 0, 35.71022 32.893692 0, 35.7173 32.888453 0, 35.734516 32.889013 0, 35.75699 32.892546 0, 35.776475 32.896563 0, 35.759648 32.928684 0, 35.680329 32.902333"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   58    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   8712.749582    <br>   Area   3097195.81645,,"35.729144 32.85736 0, 35.72634 32.853362 0, 35.72437 32.85337 0, 35.721807 32.851034 0, 35.737057 32.843733 0, 35.737535 32.846078 0, 35.741016 32.847041 0, 35.739284 32.848026 0, 35.739875 32.84998 0, 35.742006 32.857501 0, 35.743662 32.863166 0, 35.745411 32.864919 0, 35.747278 32.867062 0, 35.748898 32.866664 0, 35.748334 32.869111 0, 35.744282 32.869813 0, 35.74185 32.870019 0, 35.738017 32.868569 0, 35.734165 32.863891 0, 35.729144 32.85736"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   59    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   12210.145579    <br>   Area   3499564.24252,,"35.764224 32.834422 0, 35.753536 32.829481 0, 35.750756 32.829494 0, 35.744479 32.825805 0, 35.741909 32.822197 0, 35.74088 32.824353 0, 35.739252 32.823382 0, 35.739101 32.817417 0, 35.736427 32.815766 0, 35.728453 32.818734 0, 35.725104 32.82041 0, 35.72532 32.817671 0, 35.730164 32.81413 0, 35.733512 32.812356 0, 35.737782 32.809991 0, 35.740786 32.808804 0, 35.743784 32.80664 0, 35.746235 32.809759 0, 35.747298 32.813275 0, 35.749061 32.817472 0, 35.752217 32.822153 0, 35.757795 32.82516 0, 35.761634 32.827783 0, 35.765352 32.829625 0, 35.76897 32.834009 0, 35.766782 32.836073 0, 35.764224 32.834422"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   60    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   5338.72887    <br>   Area   1153405.17985,,"35.781381 32.800604 0, 35.777439 32.79984 0, 35.767925 32.796852 0, 35.766869 32.794607 0, 35.766276 32.792458 0, 35.764647 32.791097 0, 35.764742 32.787869 0, 35.766802 32.784046 0, 35.769943 32.786476 0, 35.769841 32.788531 0, 35.771475 32.790675 0, 35.774388 32.793595 0, 35.778333 32.794849 0, 35.778801 32.795531 0, 35.781367 32.798453 0, 35.781381 32.800604"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   61    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   10434.717306    <br>   Area   3485651.12603,,"35.789309 32.777615 0, 35.787532 32.779802 0, 35.78331 32.780427 0, 35.781443 32.779709 0, 35.782429 32.777163 0, 35.780415 32.775841 0, 35.77711 32.774222 0, 35.774452 32.773024 0, 35.771997 32.769949 0, 35.768352 32.771115 0, 35.76663 32.770639 0, 35.76518 32.767801 0, 35.765092 32.76526 0, 35.763365 32.763937 0, 35.761994 32.762369 0, 35.762417 32.761218 0, 35.759694 32.760927 0, 35.756755 32.760638 0, 35.754956 32.759133 0, 35.752075 32.756483 0, 35.756793 32.755192 0, 35.758429 32.753369 0, 35.761071 32.752086 0, 35.765006 32.751524 0, 35.789309 32.777615"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   62    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   18311.714288    <br>   Area   7441492.36185,,"35.725824 32.729001 0, 35.72239 32.729419 0, 35.719441 32.731287 0, 35.715326 32.729367 0, 35.711397 32.72672 0, 35.708345 32.727217 0, 35.704527 32.727232 0, 35.701085 32.726197 0, 35.7011 32.72894 0, 35.699785 32.732738 0, 35.70219 32.736117 0, 35.705165 32.738848 0, 35.701543 32.739992 0, 35.696015 32.741628 0, 35.692375 32.739383 0, 35.68958 32.734472 0, 35.68955 32.728905 0, 35.685915 32.727547 0, 35.682989 32.733771 0, 35.681552 32.732808 0, 35.680763 32.72797 0, 35.679113 32.722813 0, 35.682069 32.722317 0, 35.686343 32.718267 0, 35.690809 32.714699 0, 35.689463 32.712849 0, 35.687069 32.711325 0, 35.688105 32.70882 0, 35.690679 32.708245 0, 35.69441 32.709925 0, 35.697376 32.711285 0, 35.698335 32.712249 0, 35.700149 32.712242 0, 35.700821 32.712966 0, 35.701689 32.714657 0, 35.702839 32.71554 0, 35.70503 32.714805 0, 35.707033 32.714474 0, 35.708759 32.716 0, 35.709914 32.71769 0, 35.711827 32.718328 0, 35.713349 32.717595 0, 35.715056 32.715652 0, 35.716967 32.715967 0, 35.718124 32.71806 0, 35.717856 32.721127 0, 35.718535 32.723061 0, 35.719779 32.72362 0, 35.722343 32.721431 0, 35.723972 32.722393 0, 35.724077 32.724087 0, 35.725139 32.726261 0, 35.726383 32.72674 0, 35.728957 32.726245 0, 35.731242 32.725186 0, 35.731439 32.726154 0, 35.731358 32.728655 0, 35.729264 32.729713 0, 35.725824 32.729001"
