name,description,tessellate,WKT
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   15    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   6086.733082    <br>   Area   975197.585512,,"35.344728 31.277409 0, 35.344959 31.278723 0, 35.343123 31.27879 0, 35.340905 31.278793 0, 35.338533 31.278664 0, 35.336237 31.278075 0, 35.334324 31.27788 0, 35.332716 31.277159 0, 35.331338 31.276569 0, 35.329579 31.276899 0, 35.327055 31.277558 0, 35.32568 31.278611 0, 35.324534 31.279926 0, 35.322317 31.282031 0, 35.320252 31.282427 0, 35.318798 31.281706 0, 35.318107 31.280129 0, 35.318719 31.279669 0, 35.321777 31.278417 0, 35.322924 31.277497 0, 35.323916 31.275656 0, 35.326133 31.274274 0, 35.328504 31.273549 0, 35.330721 31.272758 0, 35.332252 31.273479 0, 35.33493 31.273937 0, 35.338221 31.274853 0, 35.340517 31.275245 0, 35.341666 31.276098 0, 35.34335 31.276819 0, 35.344728 31.277409"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   16    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   7005.54317    <br>   Area   1592465.33279,,"35.31375 31.283221 0, 35.313139 31.284405 0, 35.313063 31.284405 0, 35.309926 31.284933 0, 35.306483 31.284936 0, 35.303729 31.284806 0, 35.29975 31.284809 0, 35.296384 31.285338 0, 35.29478 31.287638 0, 35.292103 31.289217 0, 35.291109 31.289744 0, 35.28912 31.290796 0, 35.287132 31.291718 0, 35.285678 31.292047 0, 35.284607 31.291916 0, 35.2843 31.290537 0, 35.284299 31.289748 0, 35.284298 31.289091 0, 35.284986 31.287908 0, 35.286209 31.28679 0, 35.287662 31.285869 0, 35.288809 31.284751 0, 35.291026 31.28291 0, 35.292632 31.282055 0, 35.294161 31.280871 0, 35.297068 31.280146 0, 35.299898 31.280078 0, 35.301811 31.279945 0, 35.302652 31.279945 0, 35.304489 31.279943 0, 35.305943 31.280731 0, 35.307703 31.281058 0, 35.309616 31.280794 0, 35.310916 31.280201 0, 35.312828 31.280068 0, 35.313748 31.28125 0, 35.31375 31.283221"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   17    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   3407.672671    <br>   Area   757421.798118,,"35.345934 31.216258 0, 35.344834 31.214783 0, 35.344834 31.214249 0, 35.345165 31.212485 0, 35.347453 31.210924 0, 35.348455 31.210718 0, 35.350551 31.207721 0, 35.353416 31.208743 0, 35.355375 31.210628 0, 35.354428 31.215346 0, 35.351379 31.218836 0, 35.348322 31.216871 0, 35.345934 31.216258"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   18    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   4456.225471    <br>   Area   1110102.07556,,"35.340415 31.195016 0, 35.340271 31.194032 0, 35.34275 31.192512 0, 35.345563 31.191237 0, 35.346661 31.191851 0, 35.347521 31.192342 0, 35.348571 31.192751 0, 35.350145 31.192339 0, 35.351625 31.192625 0, 35.352723 31.193198 0, 35.353631 31.19373 0, 35.354681 31.194221 0, 35.354683 31.195041 0, 35.354732 31.195903 0, 35.354255 31.196477 0, 35.353255 31.197258 0, 35.353399 31.198406 0, 35.354116 31.199021 0, 35.355501 31.199634 0, 35.354742 31.202261 0, 35.351497 31.202551 0, 35.34997 31.202512 0, 35.348203 31.201489 0, 35.346577 31.199481 0, 35.343186 31.197556 0, 35.34161 31.196574 0, 35.340415 31.195016"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   19    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   18352.557345    <br>   Area   8854455.04172,,"35.327046 31.141571 0, 35.32359 31.141057 0, 35.320809 31.14009 0, 35.318329 31.140092 0, 35.31525 31.141194 0, 35.312547 31.142682 0, 35.311348 31.144686 0, 35.308945 31.146175 0, 35.306015 31.146306 0, 35.302784 31.146309 0, 35.299553 31.145794 0, 35.296021 31.145086 0, 35.293165 31.144183 0, 35.290835 31.142892 0, 35.287753 31.141537 0, 35.284897 31.13973 0, 35.284221 31.13973 0, 35.283244 31.139731 0, 35.282268 31.140055 0, 35.281141 31.140378 0, 35.279413 31.140767 0, 35.277385 31.140898 0, 35.275957 31.140898 0, 35.274905 31.14064 0, 35.273177 31.140512 0, 35.271299 31.140707 0, 35.269422 31.142 0, 35.267393 31.141614 0, 35.265138 31.140452 0, 35.264537 31.139806 0, 35.262958 31.138255 0, 35.262957 31.136511 0, 35.262955 31.133215 0, 35.263631 31.132245 0, 35.264231 31.131276 0, 35.266259 31.130952 0, 35.269565 31.131338 0, 35.273245 31.130108 0, 35.277151 31.130365 0, 35.27918 31.131203 0, 35.280757 31.130686 0, 35.28241 31.130749 0, 35.285114 31.130618 0, 35.287594 31.131134 0, 35.2906 31.132036 0, 35.291652 31.13294 0, 35.293005 31.133586 0, 35.295109 31.134424 0, 35.297515 31.136232 0, 35.299018 31.136554 0, 35.302173 31.136681 0, 35.304953 31.137002 0, 35.305704 31.13629 0, 35.306829 31.134868 0, 35.308255 31.133574 0, 35.30953 31.132087 0, 35.310281 31.13144 0, 35.312759 31.130921 0, 35.314787 31.130725 0, 35.318318 31.130787 0, 35.320046 31.130462 0, 35.324403 31.130782 0, 35.328385 31.131553 0, 35.331238 31.129806 0, 35.33657 31.128573 0, 35.338449 31.129863 0, 35.339805 31.132446 0, 35.34274 31.135545 0, 35.343119 31.137936 0, 35.342673 31.141102 0, 35.340346 31.143044 0, 35.336664 31.142789 0, 35.330353 31.142084 0, 35.327046 31.141571"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   20    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   10964.550837    <br>   Area   2647998.85966,,"34.968098 30.96657 0, 34.96317 30.96363 0, 34.963379 30.960297 0, 34.962048 30.958916 0, 34.960052 30.957475 0, 34.955654 30.956088 0, 34.954257 30.954763 0, 34.955263 30.952524 0, 34.9494 30.950961 0, 34.945144 30.946873 0, 34.943356 30.942387 0, 34.940029 30.939851 0, 34.937568 30.937835 0, 34.935843 30.934958 0, 34.938248 30.933067 0, 34.974441 30.963248 0, 34.968098 30.96657"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   21    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   5746.431675    <br>   Area   1197499.68366,,"34.921106 30.898706 0, 34.922335 30.904296 0, 34.926052 30.911755 0, 34.922224 30.913824 0, 34.919907 30.910667 0, 34.918503 30.907727 0, 34.917931 30.904645 0, 34.916361 30.901632 0, 34.915372 30.899123 0, 34.914219 30.895681 0, 34.914143 30.893245 0, 34.920377 30.892113 0, 34.921106 30.898706"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   22    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   12033.624077    <br>   Area   4906565.44916,,"34.974572 30.897138 0, 34.984823 30.904527 0, 34.990082 30.908476 0, 35.002225 30.912204 0, 34.99538 30.920074 0, 34.98496 30.91505 0, 34.979807 30.911055 0, 34.972774 30.906824 0, 34.951665 30.899413 0, 34.960076 30.889648 0, 34.974572 30.897138"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   23    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   17808.669128    <br>   Area   14207894.5278,,"35.038431 30.943036 0, 35.034643 30.93722 0, 35.048758 30.930557 0, 35.056664 30.929498 0, 35.062048 30.912365 0, 35.075785 30.897557 0, 35.0982 30.908897 0, 35.097014 30.916561 0, 35.079743 30.931977 0, 35.076554 30.939029 0, 35.072954 30.944964 0, 35.05316 30.940382 0, 35.038431 30.943036"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   24    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   35656.656782    <br>   Area   56430573.6417,,"34.756293 30.818822 0, 34.762183 30.806698 0, 34.774049 30.80092 0, 34.777375 30.798769 0, 34.773321 30.789734 0, 34.783482 30.784663 0, 34.788347 30.791621 0, 34.809058 30.778266 0, 34.835841 30.766801 0, 34.853271 30.772942 0, 34.858429 30.784499 0, 34.86242 30.811124 0, 34.858271 30.828428 0, 34.85041 30.844439 0, 34.833227 30.86436 0, 34.82313 30.865065 0, 34.823263 30.864574 0, 34.825546 30.85611 0, 34.810115 30.825808 0, 34.793717 30.825513 0, 34.763363 30.814237 0, 34.763233 30.814188 0, 34.756232 30.818947 0, 34.756293 30.818822"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   25    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   20745.128145    <br>   Area   25441220.1498,,"34.755013 30.823373 0, 34.756063 30.819057 0, 34.756293 30.818822 0, 34.756232 30.818947 0, 34.763233 30.814188 0, 34.763363 30.814237 0, 34.793717 30.825513 0, 34.810115 30.825808 0, 34.825546 30.85611 0, 34.823263 30.864574 0, 34.820667 30.865891 0, 34.819214 30.869723 0, 34.811101 30.871193 0, 34.775209 30.853562 0, 34.752451 30.839837 0, 34.754966 30.823551 0, 34.755013 30.823373"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   26    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   7547.336804    <br>   Area   2305559.04457,,"35.096044 30.656101 0, 35.099209 30.6595 0, 35.100791 30.661584 0, 35.100156 30.663391 0, 35.097048 30.664704 0, 35.093751 30.665961 0, 35.091722 30.666617 0, 35.090327 30.667109 0, 35.087665 30.667271 0, 35.082216 30.665238 0, 35.080759 30.664634 0, 35.078606 30.663427 0, 35.076073 30.661507 0, 35.071389 30.657228 0, 35.071391 30.656023 0, 35.07266 30.654326 0, 35.074311 30.652355 0, 35.077544 30.651865 0, 35.080329 30.653895 0, 35.082798 30.656472 0, 35.083747 30.657679 0, 35.08704 30.659928 0, 35.089511 30.660752 0, 35.092934 30.660043 0, 35.094711 30.658072 0, 35.096044 30.656101"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   27    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   7822.731239    <br>   Area   3448265.3062,,"35.080885 30.665128 0, 35.086334 30.667215 0, 35.091024 30.667329 0, 35.095652 30.666182 0, 35.098123 30.66728 0, 35.098941 30.672431 0, 35.102359 30.677858 0, 35.104635 30.683722 0, 35.090051 30.685957 0, 35.087015 30.68042 0, 35.08423 30.677185 0, 35.081002 30.673182 0, 35.079863 30.671647 0, 35.078344 30.669563 0, 35.078727 30.667536 0, 35.080885 30.665128"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   28    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   7500.541153    <br>   Area   1974063.90251,,"35.069056 30.648295 0, 35.065436 30.654099 0, 35.058657 30.652722 0, 35.053654 30.650415 0, 35.052138 30.647071 0, 35.05037 30.643453 0, 35.048919 30.639342 0, 35.048863 30.634684 0, 35.050892 30.633481 0, 35.056214 30.634145 0, 35.060521 30.635191 0, 35.060835 30.636999 0, 35.057916 30.639516 0, 35.056327 30.642638 0, 35.05664 30.645597 0, 35.061643 30.647684 0, 35.069056 30.648295"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   29    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   5994.018911    <br>   Area   1165605.35352,,"34.979209 30.649637 0, 34.976251 30.646052 0, 34.973739 30.643434 0, 34.970998 30.642703 0, 34.967866 30.641875 0, 34.960927 30.641669 0, 34.959651 30.63736 0, 34.965806 30.637516 0, 34.972183 30.638834 0, 34.976935 30.640778 0, 34.978834 30.642137 0, 34.981741 30.643642 0, 34.98498 30.646502 0, 34.979209 30.649637"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   30    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   4476.348384    <br>   Area   945571.878964,,"34.947212 30.652314 0, 34.950823 30.64985 0, 34.957645 30.655773 0, 34.963412 30.660835 0, 34.958556 30.664265 0, 34.955268 30.661679 0, 34.947212 30.652314"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   31    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   29219.22949    <br>   Area   5046601.18797,,"34.941274 30.69092 0, 34.946215 30.69154 0, 34.945398 30.694319 0, 34.941871 30.693839 0, 34.939961 30.69316 0, 34.937078 30.692135 0, 34.931056 30.691257 0, 34.924991 30.687664 0, 34.921682 30.685867 0, 34.918461 30.683668 0, 34.914651 30.682511 0, 34.909411 30.680351 0, 34.906557 30.677934 0, 34.902173 30.676197 0, 34.899345 30.673956 0, 34.896156 30.673242 0, 34.89137 30.6718 0, 34.886251 30.670034 0, 34.880188 30.666917 0, 34.874124 30.664038 0, 34.868611 30.661398 0, 34.865306 30.659361 0, 34.857867 30.655285 0, 34.854286 30.653246 0, 34.850436 30.649725 0, 34.842717 30.646533 0, 34.839001 30.643658 0, 34.83418 30.641377 0, 34.83282 30.639375 0, 34.831046 30.638198 0, 34.826262 30.635625 0, 34.823395 30.633165 0, 34.820825 30.629337 0, 34.819501 30.626846 0, 34.821169 30.626778 0, 34.823745 30.628841 0, 34.828281 30.632172 0, 34.829478 30.633976 0, 34.833307 30.635645 0, 34.835463 30.637147 0, 34.838883 30.638408 0, 34.841048 30.640499 0, 34.84408 30.641912 0, 34.844702 30.64245 0, 34.847943 30.645255 0, 34.850702 30.647642 0, 34.853114 30.649222 0, 34.856045 30.650484 0, 34.85793 30.651142 0, 34.86005 30.653022 0, 34.862734 30.654544 0, 34.867061 30.65685 0, 34.871521 30.659014 0, 34.875701 30.660993 0, 34.880945 30.663818 0, 34.883696 30.664221 0, 34.885902 30.66538 0, 34.889963 30.66704 0, 34.89363 30.669402 0, 34.899141 30.67115 0, 34.902948 30.672102 0, 34.905519 30.673141 0, 34.906681 30.675018 0, 34.908065 30.67575 0, 34.913697 30.678332 0, 34.917971 30.68037 0, 34.923625 30.68265 0, 34.926795 30.684446 0, 34.929138 30.685883 0, 34.932308 30.687918 0, 34.936998 30.689479 0, 34.941274 30.69092"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   32    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   12228.613326    <br>   Area   7617183.73978,,"34.903781 30.733353 0, 34.900169 30.731571 0, 34.898709 30.729371 0, 34.898719 30.726161 0, 34.900982 30.723886 0, 34.908603 30.72365 0, 34.91359 30.723493 0, 34.91721 30.72274 0, 34.923961 30.720981 0, 34.928548 30.723863 0, 34.932829 30.731643 0, 34.938687 30.734781 0, 34.941666 30.738393 0, 34.945899 30.743919 0, 34.943447 30.746532 0, 34.940311 30.748807 0, 34.935807 30.750825 0, 34.93063 30.748618 0, 34.920859 30.745302 0, 34.916762 30.741661 0, 34.918238 30.738708 0, 34.907688 30.734967 0, 34.903781 30.733353"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   33    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   21623.772522    <br>   Area   28133544.3103,,"35.031378 29.815832 0, 35.055477 29.807269 0, 35.066531 29.829359 0, 35.074581 29.849536 0, 35.079486 29.8678 0, 35.07893 29.874841 0, 35.041125 29.881005 0, 35.039632 29.873366 0, 35.027218 29.846259 0, 35.028604 29.836952 0, 35.031378 29.815832"
טיסה מעל 500 רגל - כל כלי הטיס,טיסה מעל 500 רגל - כל כלי הטיס    <br>       <br>   FID   34    <br>   gova   500    <br>   מגבלת_טיסה   טיסה מעל 500 רגל - כל כלי הטיס    <br>   Perimeter   24301.777856    <br>   Area   19924802.5344,,"35.03042 29.815951 0, 35.02626 29.846497 0, 35.029534 29.852945 0, 35.038401 29.872529 0, 35.041259 29.883154 0, 35.031256 29.886721 0, 35.025493 29.892681 0, 34.998398 29.881184 0, 34.995955 29.870917 0, 35.012935 29.870585 0, 35.013084 29.86426 0, 35.002961 29.859471 0, 35.003408 29.84169 0, 35.011766 29.837645 0, 35.012219 29.815329 0, 35.03042 29.815951"
טיסה מעל 500 רגל - כל כלי הטיס,טיסה מעל 500 רגל - כל כלי הטיס    <br>       <br>   FID   35    <br>   gova   500    <br>   מגבלת_טיסה   טיסה מעל 500 רגל - כל כלי הטיס    <br>   Perimeter   2309.808831    <br>   Area   232131.54005,,"34.898928 32.552975 0, 34.903981 32.552988 0, 34.903966 32.557549 0, 34.898912 32.557537 0, 34.898928 32.552975 0, (34.902904 32.555236 0, 34.90306 32.555265 0, 34.903191 32.555308 0, 34.903351 32.555403 0, 34.903383 32.555547 0, 34.903347 32.55564 0, 34.903248 32.555775 0, 34.90308 32.555828 0, 34.902847 32.555861 0, 34.902559 32.555838 0, 34.90227 32.555803 0, 34.902121 32.555746 0, 34.902011 32.555675 0, 34.9019 32.55559 0, 34.901865 32.555521 0, 34.901853 32.555458 0, 34.901953 32.555369 0, 34.902066 32.555307 0, 34.902239 32.555258 0, 34.902369 32.555242 0, 34.902607 32.555223 0, 34.902727 32.555217 0, 34.902904 32.555236"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   36    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   2519.708498    <br>   Area   395316.198859,,"35.113291 32.576851 0, 35.113297 32.570822 0, 35.119594 32.570826 0, 35.119588 32.576855 0, 35.113291 32.576851"
טיסה מעל 500 רגל - כל כלי הטיס,טיסה מעל 500 רגל - כל כלי הטיס    <br>       <br>   FID   37    <br>   gova   500    <br>   מגבלת_טיסה   טיסה מעל 500 רגל - כל כלי הטיס    <br>   Perimeter   5342.349543    <br>   Area   1389802.71719,,"35.110165 32.850455 0, 35.109868 32.850204 0, 35.1066 32.846184 0, 35.108535 32.845056 0, 35.111809 32.842924 0, 35.114933 32.842173 0, 35.118505 32.839163 0, 35.120288 32.840796 0, 35.121327 32.842178 0, 35.121921 32.843433 0, 35.124449 32.843937 0, 35.126828 32.843939 0, 35.129504 32.845949 0, 35.127718 32.847078 0, 35.121321 32.848831 0, 35.116262 32.850836 0, 35.114033 32.849454 0, 35.110165 32.850455"
טיסה מעל 500 רגל - כל כלי הטיס,טיסה מעל 500 רגל - כל כלי הטיס    <br>       <br>   FID   38    <br>   gova   500    <br>   מגבלת_טיסה   טיסה מעל 500 רגל - כל כלי הטיס    <br>   Perimeter   5448.878587    <br>   Area   472606.853106,,"35.092402 33.066621 0, 35.097807 33.066626 0, 35.098604 33.067521 0, 35.096995 33.078702 0, 35.092386 33.079071 0, 35.092402 33.066621 0, (35.094701 33.069906 0, 35.09484 33.069933 0, 35.094969 33.069969 0, 35.095086 33.070014 0, 35.095193 33.070059 0, 35.095311 33.070096 0, 35.095439 33.070141 0, 35.095589 33.070177 0, 35.095761 33.07024 0, 35.095943 33.070303 0, 35.096114 33.070376 0, 35.096285 33.070475 0, 35.096403 33.070565 0, 35.09652 33.070683 0, 35.096638 33.070836 0, 35.096734 33.070953 0, 35.09683 33.071116 0, 35.096937 33.071278 0, 35.097044 33.071504 0, 35.097151 33.071684 0, 35.097258 33.072 0, 35.097354 33.072442 0, 35.097417 33.072929 0, 35.097438 33.07337 0, 35.097427 33.073803 0, 35.097384 33.074137 0, 35.097308 33.074389 0, 35.097233 33.074479 0, 35.097147 33.074641 0, 35.096976 33.07493 0, 35.096868 33.075092 0, 35.09675 33.075263 0, 35.09645 33.075606 0, 35.096311 33.075741 0, 35.09615 33.075849 0, 35.096064 33.075912 0, 35.095946 33.075984 0, 35.095796 33.076038 0, 35.095657 33.076047 0, 35.095368 33.076083 0, 35.095111 33.0761 0, 35.094907 33.076064 0, 35.094672 33.075965 0, 35.094576 33.075911 0, 35.094479 33.075847 0, 35.094372 33.075784 0, 35.094276 33.075712 0, 35.094126 33.075568 0, 35.094041 33.07545 0, 35.093955 33.075324 0, 35.093859 33.07518 0, 35.093763 33.074999 0, 35.093677 33.074828 0, 35.093592 33.074665 0, 35.093517 33.07453 0, 35.093432 33.07435 0, 35.093325 33.074079 0, 35.09325 33.073818 0, 35.093219 33.073376 0, 35.093198 33.072808 0, 35.09322 33.072195 0, 35.093285 33.071581 0, 35.093361 33.071086 0, 35.093436 33.070698 0, 35.093565 33.070364 0, 35.09363 33.070274 0, 35.093822 33.070148 0, 35.09393 33.070067 0, 35.094048 33.069995 0, 35.094165 33.06995 0, 35.094283 33.069914 0, 35.094422 33.069896 0, 35.094561 33.069898 0, 35.094701 33.069906"
טיסה מעל 500 רגל - כל כלי הטיס,טיסה מעל 500 רגל - כל כלי הטיס    <br>       <br>   FID   39    <br>   gova   500    <br>   מגבלת_טיסה   טיסה מעל 500 רגל - כל כלי הטיס    <br>   Perimeter   5484.724616    <br>   Area   961197.475834,,"35.079526 33.040338 0, 35.078759 33.037781 0, 35.085429 33.035152 0, 35.090666 33.04756 0, 35.082554 33.049879 0, 35.079526 33.040338 0, (35.086363 33.043952 0, 35.086866 33.044115 0, 35.087112 33.044232 0, 35.087261 33.044322 0, 35.087454 33.044476 0, 35.08755 33.044584 0, 35.087743 33.044846 0, 35.08786 33.045026 0, 35.08802 33.045396 0, 35.088212 33.045811 0, 35.088244 33.045919 0, 35.088351 33.046244 0, 35.088393 33.046559 0, 35.088393 33.046731 0, 35.088371 33.046947 0, 35.088286 33.047163 0, 35.088146 33.047317 0, 35.087996 33.047434 0, 35.087718 33.047515 0, 35.087568 33.047541 0, 35.087332 33.04755 0, 35.087075 33.047514 0, 35.086754 33.047405 0, 35.086647 33.047351 0, 35.086433 33.047207 0, 35.086316 33.047107 0, 35.086209 33.047026 0, 35.085995 33.046882 0, 35.085856 33.046773 0, 35.085717 33.046656 0, 35.085588 33.046512 0, 35.085471 33.046376 0, 35.085107 33.045916 0, 35.085011 33.045817 0, 35.084915 33.045691 0, 35.084808 33.045483 0, 35.084787 33.045095 0, 35.084798 33.044924 0, 35.084852 33.044708 0, 35.08497 33.044473 0, 35.085056 33.044365 0, 35.085292 33.044167 0, 35.085474 33.044068 0, 35.085667 33.043978 0, 35.085967 33.043942 0, 35.086095 33.043942 0, 35.086363 33.043952"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   40    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   20644.856932    <br>   Area   7381544.0308,,"35.185504 33.037663 0, 35.191705 33.038149 0, 35.196032 33.038879 0, 35.198772 33.039972 0, 35.20108 33.039608 0, 35.20656 33.038757 0, 35.212906 33.039486 0, 35.226319 33.042643 0, 35.241896 33.043368 0, 35.24377 33.041667 0, 35.246077 33.039965 0, 35.250259 33.039356 0, 35.254009 33.039719 0, 35.262229 33.039108 0, 35.266121 33.036313 0, 35.268716 33.034854 0, 35.271599 33.033152 0, 35.274482 33.032543 0, 35.275348 33.033271 0, 35.276648 33.034971 0, 35.276649 33.03655 0, 35.274921 33.039345 0, 35.269442 33.042506 0, 35.265262 33.045059 0, 35.259927 33.04737 0, 35.256032 33.04725 0, 35.251993 33.045672 0, 35.248964 33.046038 0, 35.247667 33.047739 0, 35.247668 33.049682 0, 35.246082 33.050533 0, 35.243053 33.051992 0, 35.240313 33.05345 0, 35.231947 33.052845 0, 35.229206 33.050781 0, 35.225455 33.049445 0, 35.221416 33.047624 0, 35.21132 33.04556 0, 35.203387 33.045074 0, 35.198772 33.047017 0, 35.194877 33.046288 0, 35.192281 33.044345 0, 35.190695 33.044466 0, 35.186656 33.044951 0, 35.182474 33.0441 0, 35.178869 33.04252 0, 35.180312 33.040091 0, 35.185504 33.037663"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   41    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   6686.689742    <br>   Area   1378090.94904,,"35.217335 33.078962 0, 35.217334 33.078576 0, 35.218555 33.074591 0, 35.219395 33.072855 0, 35.221532 33.072983 0, 35.222754 33.073755 0, 35.224128 33.074011 0, 35.22619 33.074011 0, 35.22932 33.074653 0, 35.230465 33.076196 0, 35.232679 33.075295 0, 35.23474 33.073302 0, 35.238404 33.072659 0, 35.239778 33.073687 0, 35.239932 33.075165 0, 35.237947 33.07568 0, 35.237794 33.076387 0, 35.240544 33.07825 0, 35.240163 33.081721 0, 35.238178 33.082043 0, 35.235811 33.079794 0, 35.234054 33.078123 0, 35.232833 33.079602 0, 35.23062 33.081209 0, 35.228634 33.080695 0, 35.225809 33.079346 0, 35.223137 33.079925 0, 35.222221 33.079218 0, 35.219014 33.079925 0, 35.217335 33.078962"
טיסה מעל 1500 רגל - כל כלי הטיס,טיסה מעל 1500 רגל - כל כלי הטיס    <br>       <br>   FID   42    <br>   gova   1500    <br>   מגבלת_טיסה   טיסה מעל 1500 רגל - כל כלי הטיס    <br>   Perimeter   6931.940685    <br>   Area   1787259.53545,,"35.486565 32.919268 0, 35.49086 32.916992 0, 35.498201 32.92092 0, 35.500871 32.928163 0, 35.510954 32.937508 0, 35.504081 32.938974 0, 35.493043 32.928042 0, 35.486565 32.919268"
